pwsid,pwsname,pctblack,pcthisp,percpov,medianincomehouse,perctbachlocal,percthighlocal,retpopsrvd,health,logpop,AK,AL,AR,AZ,CA,CO,CT,DE,FL,GA,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,UT,VA,VT,WA,WI,WV,WY,newsystem,groundw,purchasedwater,fy2011,fy2012,fy2013,lhealth
AK2110342,JUNEAU,0.7554479241371155,5.317191123962402,6.5,75517,34.70000076293945,95.30000305175781,30948,0,10.34006404876709,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK2110342,JUNEAU,0.7681474685668945,5.332223892211914,6.300000190734863,77465,36.400001525878906,95.9000015258789,30948,0,10.34006404876709,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
AK2110342,JUNEAU,0.6796054840087891,5.256669521331787,6.400000095367432,78947,35.900001525878906,95.80000305175781,30948,0,10.34006404876709,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AK2110342,JUNEAU,1.1474432945251465,5.561651706695557,6.199999809265137,81490,36.70000076293945,95.5,30948,0,10.34006404876709,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
AK2110601,SKAGWAY,2.17391300201416,3.7137680053710938,11.199999809265137,73417,31.200000762939453,95.0999984741211,7300,0,8.8956298828125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
AK2110601,SKAGWAY,0.966183602809906,1.545893669128418,8.800000190734863,73083,27.5,94.69999694824219,7300,0,8.8956298828125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
AK2110619,HAINES,0.22953328490257263,0.8416220545768738,5.5,49063,37.099998474121094,93.5,1613,1,7.38585090637207,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
AK2110619,HAINES,0.245338574051857,0.981354296207428,5.400000095367432,57434,35.099998474121094,95.80000305175781,1613,1,7.38585090637207,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
AK2110619,HAINES,0.29910269379615784,1.1465603113174438,5.699999809265137,53922,32,97.5,1613,1,7.38585090637207,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
AK2110619,HAINES,0.36045312881469727,1.1328526735305786,7.5,54267,28.299999237060547,97.19999694824219,1613,0,7.38585090637207,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
AK2120143,WRANGELL,0.8982036113739014,3.1223268508911133,8.300000190734863,50389,16.200000762939453,89.5999984741211,2300,0,7.740664482116699,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AK2120143,WRANGELL,0.8924776911735535,2.252443790435791,8.800000190734863,50000,19.299999237060547,90.4000015258789,2300,0,7.740664482116699,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
AK2120193,CRAIG PUBLIC WORKS,0,4.99627161026001,19.700000762939453,47813,23.200000762939453,92.9000015258789,1475,1,7.296413421630859,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK2120193,CRAIG PUBLIC WORKS,0,6.3878326416015625,19.200000762939453,58164,22.600000381469727,92.30000305175781,1475,0,7.296413421630859,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
AK2120232,KETCHIKAN PUBLIC UTILITIES,0.6379784941673279,5.341506004333496,10.800000190734863,51983,22.600000381469727,91.19999694824219,8652,2,9.065546035766602,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AK2120232,KETCHIKAN PUBLIC UTILITIES,0.6743256449699402,4.058441638946533,12.899999618530273,49313,22.899999618530273,91.30000305175781,8652,2,9.065546035766602,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
AK2120232,KETCHIKAN PUBLIC UTILITIES,0.6669136881828308,4.409040451049805,13.899999618530273,50703,21.899999618530273,93.0999984741211,8652,5,9.065546035766602,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
AK2120232,KETCHIKAN PUBLIC UTILITIES,0.3813038170337677,4.858548641204834,13.699999809265137,52266,23.5,92.5,8652,2,9.065546035766602,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
AK2130075,SITKA,0.24735777080059052,4.935911655426025,7,62024,29.200000762939453,92.30000305175781,9644,0,9.174091339111328,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK2130075,SITKA,0.38292601704597473,5.000563144683838,6.900000095367432,69798,34.70000076293945,92.9000015258789,9644,0,9.174091339111328,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
AK2130075,SITKA,0.7857223153114319,4.950050354003906,7.400000095367432,66895,34.599998474121094,91.4000015258789,9644,0,9.174091339111328,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AK2130075,SITKA,0.8049189448356628,5.310229301452637,10,69405,34.099998474121094,91.19999694824219,9644,0,9.174091339111328,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
AK2130148,PETERSBURG,0,0.47716426849365234,8.899999618530273,64323,27.899999618530273,96.5,3350,0,8.116715431213379,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK2130148,PETERSBURG,2.3886377811431885,4.163976669311523,7.800000190734863,70417,24.700000762939453,95,3350,0,8.116715431213379,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
AK2210906,MOA MUNICIPALITY OF ANCHORAGE,5.356935501098633,7.38144063949585,7.900000095367432,73004,33,91.9000015258789,221351,0,12.307504653930664,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK2210906,MOA MUNICIPALITY OF ANCHORAGE,5.513065814971924,7.531577110290527,7.800000190734863,75485,32.29999923706055,92.0999984741211,221351,0,12.307504653930664,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
AK2212021,GIRDWOOD WATER SYSTEM,5.356935501098633,7.38144063949585,7.900000095367432,73004,33,91.9000015258789,2342,0,7.758760452270508,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
AK2212021,GIRDWOOD WATER SYSTEM,5.513065814971924,7.531577110290527,7.800000190734863,75485,32.29999923706055,92.0999984741211,2342,0,7.758760452270508,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
AK2212021,GIRDWOOD WATER SYSTEM,5.753593921661377,7.7102274894714355,7.699999809265137,76495,32.79999923706055,92.30000305175781,2342,0,7.758760452270508,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
AK2212021,GIRDWOOD WATER SYSTEM,5.872909069061279,7.984432697296143,7.900000095367432,77454,32.79999923706055,92.5,2342,0,7.758760452270508,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
AK2225032,TALKEETNA WATER SYSTEM,1.9784797430038452,5.3280110359191895,18.100000381469727,54706,20.299999237060547,89.4000015258789,1100,0,7.003065586090088,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
AK2225032,TALKEETNA WATER SYSTEM,1.6805295944213867,6.09404182434082,11.100000381469727,59484,22.299999237060547,91.5,1100,0,7.003065586090088,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
AK2225032,TALKEETNA WATER SYSTEM,1.048776388168335,5.909771919250488,11.5,61383,22.399999618530273,91.5,1100,0,7.003065586090088,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
AK2225032,TALKEETNA WATER SYSTEM,1.212415099143982,6.595538139343262,11,59966,22.100000381469727,91.5,1100,0,7.003065586090088,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
AK2226020,PALMER WATER SYSTEM,1.9784797430038452,5.3280110359191895,18.100000381469727,54706,20.299999237060547,89.4000015258789,7159,0,8.87612533569336,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
AK2226020,PALMER WATER SYSTEM,1.6805295944213867,6.09404182434082,11.100000381469727,59484,22.299999237060547,91.5,7159,0,8.87612533569336,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
AK2226020,PALMER WATER SYSTEM,1.048776388168335,5.909771919250488,11.5,61383,22.399999618530273,91.5,7159,0,8.87612533569336,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
AK2226020,PALMER WATER SYSTEM,1.212415099143982,6.595538139343262,11,59966,22.100000381469727,91.5,7228,0,8.885717391967773,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
AK2240448,KENAI WATER SYSTEM,1.9131925106048584,4.197601318359375,10.300000190734863,52701,18,91.5999984741211,5375,0,8.589513778686523,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
AK2240448,KENAI WATER SYSTEM,1.9083969593048096,2.601074457168579,11.699999809265137,57544,18,91.9000015258789,5375,0,8.589513778686523,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
AK2240448,KENAI WATER SYSTEM,1.8036912679672241,2.8243846893310547,11,59906,20.799999237060547,92.80000305175781,5375,0,8.589513778686523,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
AK2240448,KENAI WATER SYSTEM,1.9859329462051392,2.4962074756622314,9.399999618530273,63019,22.200000762939453,93.0999984741211,5375,0,8.589513778686523,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
AK2240456,HOMER WATER SYSTEM,0.2616220712661743,4.346951007843018,7.900000095367432,52057,33.70000076293945,96.0999984741211,6008,0,8.700847625732422,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AK2240456,HOMER WATER SYSTEM,0.3208341598510742,4.6119914054870605,8.5,55603,33.5,95.9000015258789,6008,0,8.700847625732422,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
AK2240456,HOMER WATER SYSTEM,0.6732673048973083,4.653465270996094,10.600000381469727,52535,32.599998474121094,96,6008,0,8.700847625732422,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AK2240456,HOMER WATER SYSTEM,0.6601941585540771,3.3980581760406494,10.199999809265137,53750,32.400001525878906,95.5999984741211,6008,0,8.700847625732422,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
AK2240757,SEWARD,0,4.196871280670166,14.5,43188,24.700000762939453,89.69999694824219,4000,0,8.294049263000488,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
AK2240757,SEWARD,2.1044719219207764,2.8184893131256104,4.099999904632568,45156,23.899999618530273,91.5,4000,0,8.294049263000488,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
AK2240757,SEWARD,2.4517087936401367,2.080237627029419,6.400000095367432,42566,20.799999237060547,90.9000015258789,4000,0,8.294049263000488,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
AK2240757,SEWARD,2.0573108196258545,1.836884617805481,5.300000190734863,46971,20.899999618530273,91.4000015258789,4000,0,8.294049263000488,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
AK2241054,SOLDOTNA,0,5.034550666809082,8.899999618530273,46548,20.700000762939453,90.5,4307,0,8.367997169494629,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
AK2241054,SOLDOTNA,0.17006802558898926,5.758017539978027,9.600000381469727,41989,21,90.5999984741211,4307,0,8.367997169494629,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
AK2241054,SOLDOTNA,0.16631028056144714,2.352102518081665,6.099999904632568,44805,23.299999237060547,91.9000015258789,4307,0,8.367997169494629,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
AK2241054,SOLDOTNA,0.18735362589359283,1.8032786846160889,5,54931,24.100000381469727,92.5,4307,0,8.367997169494629,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
AK2250011,KODIAK WATER SYSTEM,2.025568723678589,10.858376502990723,12.800000190734863,56731,23.600000381469727,88.19999694824219,9547,0,9.163982391357422,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK2250011,KODIAK WATER SYSTEM,1.5442746877670288,9.068506240844727,14.600000381469727,58670,24.100000381469727,88.9000015258789,9547,0,9.163982391357422,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
AK2250011,KODIAK WATER SYSTEM,0.9199483394622803,8.0213041305542,15.199999809265137,60972,22.799999237060547,91.4000015258789,9547,0,9.163982391357422,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AK2250011,KODIAK WATER SYSTEM,0.28712713718414307,7.545063018798828,13.300000190734863,59286,15.899999618530273,88.4000015258789,9547,0,9.163982391357422,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
AK2260197,DILLINGHAM WATER SYSTEM,0.5552984476089478,3.1929662227630615,12.600000381469727,69792,31.100000381469727,92.9000015258789,1262,1,7.140452861785889,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,NA
AK2260197,DILLINGHAM WATER SYSTEM,0.5565862655639648,3.5714285373687744,12.899999618530273,68036,28.299999237060547,94.5999984741211,1262,1,7.140452861785889,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
AK2260294,SAND POINT WATER SYSTEM,4.890895366668701,10.082769393920898,9,63750,8.100000381469727,66.30000305175781,1132,2,7.031741142272949,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
AK2260294,SAND POINT WATER SYSTEM,21.8137264251709,16.013071060180664,27.100000381469727,67000,13.100000381469727,83.69999694824219,1132,0,7.031741142272949,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
AK2260309,UNALASKA WATER SYSTEM,7.87067985534668,25.975473403930664,11.5,80625,9.300000190734863,65.30000305175781,9200,0,9.126958847045898,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK2260309,UNALASKA WATER SYSTEM,7.553524017333984,13.808034896850586,11.5,85455,10.899999618530273,76.19999694824219,9200,0,9.126958847045898,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
AK2260309,UNALASKA WATER SYSTEM,5.7015485763549805,15.720318794250488,9.899999618530273,86625,12.600000381469727,76.5999984741211,9200,0,9.126958847045898,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AK2260309,UNALASKA WATER SYSTEM,6.808803081512451,12.448418617248535,8.600000381469727,89706,13.699999809265137,81.80000305175781,9200,0,9.126958847045898,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
AK2270312,CITY OF HOOPER BAY,0.738916277885437,1.1494252681732178,44.70000076293945,34375,1,74,1200,1,7.090076923370361,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
AK2270312,CITY OF HOOPER BAY,0.6299212574958801,1.1023621559143066,41.29999923706055,35938,1.2999999523162842,73.4000015258789,1200,2,7.090076923370361,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
AK2270312,CITY OF HOOPER BAY,0.5857740640640259,1.3389121294021606,41.400001525878906,37159,2.799999952316284,73.5999984741211,1200,3,7.090076923370361,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2
AK2270312,CITY OF HOOPER BAY,0.7364975214004517,0.3273322284221649,41.20000076293945,34464,1.399999976158142,72.69999694824219,1200,0,7.090076923370361,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3
AK2270346,BETHEL HEIGHTS WATER SYSTEM,1.11000657081604,3.3465871810913086,8.100000381469727,91302,23.299999237060547,89.5999984741211,1270,0,7.146772384643555,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,NA
AK2270346,BETHEL HEIGHTS WATER SYSTEM,0.6188924908638,2.931596040725708,12.399999618530273,90779,21,90.80000305175781,1270,0,7.146772384643555,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
AK2270346,BETHEL HEIGHTS WATER SYSTEM,1.4200419187545776,3.0014522075653076,12.199999809265137,77500,23.100000381469727,89.5,1270,0,7.146772384643555,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
AK2293205,CORDOVA CITY WATER,0,0.2810116410255432,1.7999999523162842,72125,23.399999618530273,87.9000015258789,2700,0,7.901007175445557,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AK2293205,CORDOVA CITY WATER,0,1.5215554237365723,1.899999976158142,79750,29,90.19999694824219,2700,0,7.901007175445557,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
